GO_term,locusName,fx
GO:0016787,Solyc06g030490,Molecular Function:hydrolase activity
GO:0016787,Solyc10g005950,Molecular Function:hydrolase activity
GO:0016787,Solyc08g014380,Molecular Function:hydrolase activity
GO:0016787,Solyc08g075050,Molecular Function:hydrolase activity
GO:0016787,Solyc04g056390,Molecular Function:hydrolase activity
GO:0016787,Solyc00g021530,Molecular Function:hydrolase activity
GO:0016787,Solyc04g008250,Molecular Function:hydrolase activity
GO:0016787,Solyc05g054230,Molecular Function:hydrolase activity
GO:0016787,Solyc05g052490,Molecular Function:hydrolase activity
GO:0016787,Solyc07g053870,Molecular Function:hydrolase activity
GO:0016787,Solyc10g050750,Molecular Function:hydrolase activity
GO:0016787,Solyc08g074990,Molecular Function:hydrolase activity
GO:0016787,Solyc06g068280,Molecular Function:hydrolase activity
GO:0016787,Solyc08g061000,Molecular Function:hydrolase activity
GO:0016787,Solyc09g009610,Molecular Function:hydrolase activity
GO:0016787,Solyc10g005130,Molecular Function:hydrolase activity
GO:0016787,Solyc10g008750,Molecular Function:hydrolase activity
GO:0016787,Solyc10g008760,Molecular Function:hydrolase activity
GO:0016787,Solyc07g040890,Molecular Function:hydrolase activity
GO:0016787,Solyc08g060930,Molecular Function:hydrolase activity
GO:0016787,Solyc09g091910,Molecular Function:hydrolase activity
GO:0016787,Solyc10g018850,Molecular Function:hydrolase activity
GO:0016787,Solyc07g064500,Molecular Function:hydrolase activity
GO:0016787,Solyc06g053630,Molecular Function:hydrolase activity
GO:0016787,Solyc12g035130,Molecular Function:hydrolase activity
GO:0016788,Solyc03g115960,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc01g079160,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc04g005300,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc08g041660,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc02g071610,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc00g058900,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc04g050570,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc01g057820,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc04g050730,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc06g065530,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc10g008830,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc06g064980,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc12g049550,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc11g006250,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc04g081790,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc02g077310,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc03g006250,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc10g085170,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc03g111550,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc03g019670,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc06g051720,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc02g077120,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc08g077510,"Molecular Function:hydrolase activity, acting on ester bonds"
GO:0016788,Solyc05g043320,"Molecular Function:hydrolase activity, acting on ester bonds"
