"gene","A5","A9","A17","A21","A29","A33"
"Solyc03g031650",64,310,60,348,157,1322
"Solyc03g031660",0,46,0,85,1,11
"Solyc03g031670",380,791,647,1112,525,1540
"Solyc03g031680",126,274,162,449,186,1634
"Solyc03g031690",978,728,775,517,1436,1413
"Solyc03g031700",121,148,59,123,209,550
"Solyc03g031710",3,0,1,9,4,0
"Solyc03g031720",2827,3826,5499,7086,3198,7187
"Solyc03g031730",2,0,0,0,1,0
"Solyc03g031740",8,2,7,0,10,0
"Solyc03g031750",187,576,333,812,308,1948
"Solyc03g031760",1057,2444,1743,4334,1627,9786
"Solyc03g031770",0,0,0,1,0,0
"Solyc03g031780",1,23,4,31,2,18
"Solyc03g031790",1073,2008,1765,2106,2143,3578
"Solyc03g031800",67,374,70,208,249,132
"Solyc03g031810",14,2,9,0,14,6
"Solyc03g031820",181,588,252,887,240,1555
"Solyc03g031830",7,24,22,30,20,120
"Solyc03g031840",80,169,103,233,106,290
"Solyc03g031850",35,107,50,114,50,312
"Solyc03g031860",47,24,36,26,40,8
"Solyc03g031870",0,0,0,0,0,0
"Solyc03g031880",9,9,10,17,14,17
"Solyc03g031890",2,30,4,19,9,144
"Solyc03g031900",16,122,13,73,18,236
"Solyc03g031910",5,60,9,77,8,147
"Solyc03g031920",2,6,1,7,3,30
"Solyc03g031930",0,0,0,0,0,0
"Solyc03g031940",50,782,41,1096,20,579
"Solyc03g031950",1856,2279,4789,3147,2919,4275
"Solyc03g031960",0,0,0,0,0,0
"Solyc03g031970",51,168,58,365,72,529
"Solyc03g031980",0,1,1,2,1,2
"Solyc03g031990",22,3,15,1,33,0
"Solyc03g032000",214,281,313,480,294,613
"Solyc03g032010",201,282,223,350,234,566
"Solyc03g032020",123,150,138,157,127,366
"Solyc03g032030",295,173,221,177,390,255
"Solyc03g032040",607,454,1098,542,832,576
"Solyc03g032050",241,407,341,510,352,1110
"Solyc03g032060",6,17,18,53,8,98
"Solyc03g032070",1338,698,1098,1058,1406,897
"Solyc03g032080",0,0,0,0,1,0
"Solyc03g032090",36,67,15,30,44,129
"Solyc03g032100",95,153,128,231,83,333
"Solyc03g032110",49,12,71,2,38,25
"Solyc03g032120",236,250,260,273,288,422
"Solyc03g032130",2952,1381,2126,1873,4983,3449
"Solyc03g032140",287,199,153,257,417,429
"Solyc03g032150",17,40,25,59,19,266
"Solyc03g032160",1722,1703,2329,2780,1899,4774
"Solyc03g032170",18,13,9,0,22,15
"Solyc03g032180",141,165,121,137,165,276
"Solyc03g032190",281,662,403,748,319,540
"Solyc03g032200",0,0,0,0,0,0
"Solyc03g032210",96,132,116,132,119,262
"Solyc03g032220",96,54,72,8,139,107
"Solyc03g032230",0,0,0,0,0,0
"Solyc03g032240",88,79,98,93,129,259
"Solyc03g033240",17,15,4,17,31,33
"Solyc03g033250",2,3,0,5,1,11
"Solyc03g033260",12,38,14,37,16,49
"Solyc03g033270",0,0,0,0,0,0
"Solyc03g033280",1,3,0,4,0,8
"Solyc03g033290",0,0,0,0,0,0
"Solyc03g033300",2,3,1,0,1,0
"Solyc03g033310",286,253,308,326,430,408
"Solyc03g033320",599,610,636,583,747,957
"Solyc03g033330",122,878,237,1113,393,3202
"Solyc03g033340",130,449,189,645,198,1459
"Solyc03g033350",0,0,0,0,0,0
"Solyc03g033360",1,0,0,0,0,0
"Solyc03g033370",108,135,96,102,205,244
"Solyc03g033380",560,969,525,932,834,2187
"Solyc03g033390",677,619,745,814,733,826
"Solyc03g033400",607,1329,779,1910,933,3612
"Solyc03g033410",2,0,0,0,0,0
"Solyc03g033420",601,1024,728,1177,913,2073
"Solyc03g033430",3,1,2,1,7,0
"Solyc03g033440",233,295,551,1322,209,595
"Solyc03g033450",265,330,240,359,416,605
"Solyc03g033460",75,78,69,83,93,90
"Solyc03g033470",126,348,132,553,231,732
"Solyc03g033480",124,176,140,423,178,510
"Solyc03g033490",0,1,0,0,1,0
"Solyc03g033500",346,195,388,147,731,322
"Solyc03g033510",10,1,21,10,14,16
"Solyc03g033520",48,113,57,120,53,160
"Solyc03g033530",160,262,181,533,198,744
"Solyc03g033540",321,723,402,981,443,2153
"Solyc03g033550",2,0,0,0,5,0
"Solyc03g033560",159,569,225,879,273,1588
"Solyc03g033570",334,1,256,5,514,8
"Solyc03g033580",303,592,261,398,431,1104
"Solyc03g033590",0,0,0,0,0,0
"Solyc03g033600",689,706,1086,1251,941,1761
"Solyc03g033610",85,94,85,168,82,209
"Solyc03g033620",713,859,1162,684,1580,1880
"Solyc03g033630",238,630,408,1225,271,1801
"Solyc03g033640",221,310,221,526,365,849
"Solyc03g033650",167,351,185,530,237,990
"Solyc03g033660",74,276,189,487,180,1740
"Solyc03g033670",0,0,0,0,0,0
"Solyc03g033680",0,0,0,1,1,2
"Solyc03g033690",256,186,102,32,373,3068
"Solyc03g033700",0,0,0,0,0,0
"Solyc03g033710",0,1,1,0,2,0
"Solyc03g033720",692,573,520,459,740,610
"Solyc03g033730",0,0,0,0,0,0
"Solyc03g033740",0,0,0,0,0,0
"Solyc03g033750",0,0,0,0,0,0
"Solyc03g033760",0,0,0,0,0,0
"Solyc03g033770",0,0,0,0,0,0
"Solyc03g033780",0,0,0,0,0,0
"Solyc03g033790",4,9,10,3,12,5
"Solyc03g033800",0,0,0,0,1,0
"Solyc03g033810",70,157,35,126,96,371
"Solyc03g033820",479,259,559,198,635,576
"Solyc03g033830",1,0,0,3,4,0
"Solyc03g033840",29,33,63,20,52,93
"Solyc03g033850",111,248,116,192,176,537
"Solyc03g033860",0,0,1,0,1,0
"Solyc03g033870",0,0,0,0,0,0
"Solyc03g033880",95,1,67,0,124,9
"Solyc03g033890",2,0,1,0,12,8
"Solyc03g033900",148,0,92,0,178,3
"Solyc03g033910",0,0,0,0,0,1
"Solyc03g033920",0,0,0,0,0,0
"Solyc03g033930",41,0,43,0,39,2
"Solyc03g033940",28,0,24,0,36,8
"Solyc03g033950",632,804,807,1429,660,1267
"Solyc03g033960",0,0,0,0,0,0
"Solyc03g033970",0,0,1,0,0,0
"Solyc03g033980",235,294,232,350,247,694
"Solyc03g033990",73,106,158,150,95,190
"Solyc03g034000",1,0,0,0,1,0
"Solyc03g034010",1,1,5,7,3,0
"Solyc03g034020",147,181,141,229,194,198
"Solyc03g034030",3,7,5,15,2,11
"Solyc03g034040",0,0,0,0,0,0
"Solyc03g034050",25,69,44,74,50,279
"Solyc03g034060",2,1,0,0,1,0
"Solyc03g034070",3,2,2,3,1,10
"Solyc03g034080",363,143,114,169,441,264
"Solyc03g034090",118,244,122,322,189,714
"Solyc03g034100",4,0,1,0,1,0
"Solyc03g034110",0,0,0,0,0,0
"Solyc03g034120",0,0,0,0,0,0
"Solyc03g034130",0,1,0,0,0,0
"Solyc03g034140",382,119,401,123,532,1227
"Solyc03g034150",0,0,0,0,0,0
"Solyc03g034160",302,452,290,601,358,822
"Solyc03g034170",53,75,58,107,79,129
"Solyc03g034180",449,456,759,643,659,1012
"Solyc03g034190",103,166,103,235,154,383
"Solyc03g034200",1676,1817,2334,2945,1867,3389
"Solyc03g034210",20,3,5,1,28,4
"Solyc03g034220",16,15,25,16,42,247
"Solyc03g034230",35,19,27,32,47,177
"Solyc03g034240",1,2,0,0,3,69
"Solyc03g034250",92,111,26,60,118,251
"Solyc03g034260",526,1,212,0,681,16
"Solyc03g034270",43,85,33,140,39,306
"Solyc03g034280",1,1,2,2,3,0
"Solyc03g034290",0,0,0,0,0,0
"Solyc03g034300",1,4,7,1,5,3
"Solyc03g034310",0,0,0,2,0,0
"Solyc03g034320",11,10,17,2,18,15
"Solyc03g034330",10479,1311,5125,608,15855,932
"Solyc03g034340",0,0,1,2,0,0
"Solyc03g034360",0,0,0,0,0,0
"Solyc03g034370",0,0,0,0,0,0
"Solyc03g034380",0,0,0,0,0,0
"Solyc03g034390",0,0,0,0,0,0
"Solyc03g034400",37,8,15,2,25,24
"Solyc03g034410",1,1,0,5,1,0
"Solyc03g034420",83,61,87,101,111,321
"Solyc03g034430",959,1000,1176,1335,1058,2430
"Solyc03g034440",456,435,437,434,483,1072
"Solyc03g034450",404,153,286,179,503,423
"Solyc03g034460",975,51,680,12,1240,58
"Solyc03g036460",66,7,49,1,48,17
"Solyc03g036470",32,5,77,3,20,20
"Solyc03g036480",3,0,0,0,2,0
"Solyc03g037490",277,3,168,3,306,12
"Solyc03g042500",30,234,6,124,1,11
"Solyc03g042510",0,2,0,1,0,0
"Solyc03g042520",53,1,32,1,53,0
"Solyc03g042530",1,0,0,0,0,0
"Solyc03g042540",1,0,0,0,6,0
"Solyc03g042550",291,17,175,11,318,27
"Solyc03g042560",123,13,197,16,84,95
"Solyc03g043570",0,1,0,0,0,0
"Solyc03g043580",570,1140,64,856,28,148
"Solyc03g043590",91,1,54,0,174,9
"Solyc03g043600",199,252,169,634,338,644
"Solyc03g043610",1362,2127,766,1759,1975,5292
"Solyc03g043620",0,0,0,3,0,1
"Solyc03g043630",20,35,32,197,17,138
"Solyc03g043640",2,0,0,0,0,0
"Solyc03g043650",9,8,9,11,21,20
"Solyc03g043660",1864,2383,2863,3524,2366,6273
"Solyc03g043670",33,15,44,19,32,37
"Solyc03g043680",15,11,7,11,26,22
"Solyc03g043690",1,0,0,0,0,0
"Solyc03g043700",45,26,23,8,30,54
"Solyc03g043710",0,0,0,3,0,0
"Solyc03g043720",133,140,117,211,219,462
"Solyc03g043730",0,0,0,0,0,0
"Solyc03g043740",11,3,32,0,35,0
"Solyc03g043750",175,354,204,431,252,916
"Solyc03g043760",712,1088,1190,1743,884,3299
"Solyc03g043770",80,74,12,95,24,100
"Solyc03g043780",0,0,0,0,0,0
"Solyc03g043790",0,0,0,0,0,0
"Solyc03g043810",99,0,32,0,93,0
"Solyc03g043820",7,4,11,0,72,0
"Solyc03g043830",265,10,123,4,238,3
"Solyc03g043840",39,0,17,0,39,0
"Solyc03g043850",13,31,11,46,17,326
"Solyc03g043860",0,0,0,0,0,0
"Solyc03g043870",81,121,54,144,112,135
"Solyc03g043880",533,866,697,1244,604,1220
"Solyc03g043890",0,1,0,0,0,0
"Solyc03g043900",30,55,120,109,63,296
"Solyc03g043910",60,149,126,242,90,381
"Solyc03g043920",9,4,0,0,4,1
"Solyc03g043930",240,233,193,277,318,598
"Solyc03g043940",0,0,0,0,3,0
"Solyc03g043950",157,394,170,398,214,851
"Solyc03g043960",441,381,381,287,722,859
"Solyc03g043970",10,4,5,15,9,3
"Solyc03g043980",0,0,0,0,0,0
"Solyc03g043990",1,2,2,0,0,0
"Solyc03g044000",3251,2685,4523,4443,4889,4894
"Solyc03g044010",390,622,627,905,520,1310
"Solyc03g044020",1276,979,1477,962,1368,780
"Solyc03g044030",0,0,1,1,0,0
"Solyc03g044040",7,4,1,0,9,0
"Solyc03g044050",1,0,0,0,2,0
"Solyc03g044060",31,21,29,5,32,20
"Solyc03g044070",1,0,0,0,0,0
"Solyc03g044080",516,1082,531,1287,782,2196
"Solyc03g044090",5,73,22,108,30,180
"Solyc03g044100",16,10,4,10,35,27
"Solyc03g044110",196,604,19,252,15,42
"Solyc03g044120",0,0,0,0,0,0
"Solyc03g044140",665,1263,834,1249,865,2653
"Solyc03g044150",40,833,161,818,61,1425
"Solyc03g044160",26,19,19,4,15,36
"Solyc03g044170",0,0,0,0,0,0
"Solyc03g044180",0,0,1,0,0,4
"Solyc03g044190",116,175,196,271,121,584
"Solyc03g044200",3,0,1,0,1,0
"Solyc03g044210",2,0,2,0,1,0
"Solyc03g044220",56,94,103,89,61,159
"Solyc03g044230",1,0,0,0,2,6
"Solyc03g044240",0,0,2,0,0,0
"Solyc03g044250",0,0,0,0,0,0
"Solyc03g044260",1019,935,1141,1434,1485,2186
"Solyc03g044270",234,455,417,759,317,1030
"Solyc03g044280",1,0,0,0,2,0
"Solyc03g044290",0,0,0,0,0,0
"Solyc03g044300",11,11,5,3,19,58
"Solyc03g044310",1,2,1,0,3,1
"Solyc03g044320",0,0,0,0,0,0
"Solyc03g044330",956,1669,1603,2732,1299,3434
"Solyc03g044340",6,23,4,25,12,29
"Solyc03g044350",8,33,13,58,21,89
"Solyc03g044360",36,65,18,38,21,96
"Solyc03g044370",232,384,202,537,285,1021
"Solyc03g044380",923,1024,599,1392,908,1765
"Solyc03g044390",2,0,0,0,3,0
"Solyc03g044400",1,1,1,0,3,0
"Solyc03g044410",2,0,1,0,2,0
"Solyc03g044420",8,11,5,10,11,22
"Solyc03g044430",320,402,363,488,406,1166
"Solyc03g044440",3,13,2,4,3,26
"Solyc03g044450",0,0,0,0,0,0
"Solyc03g044460",0,0,0,0,0,0
"Solyc03g044470",61,169,50,143,61,234
"Solyc03g044480",0,7,0,11,0,17
"Solyc03g044490",0,0,0,0,0,0
"Solyc03g044500",0,0,0,0,0,0
"Solyc03g044510",55,223,46,139,97,378
"Solyc03g044520",2,0,1,4,0,0
"Solyc03g044530",0,0,0,0,0,3
"Solyc03g044540",477,62,312,16,1400,9
"Solyc03g044550",0,0,1,1,1,1
"Solyc03g044560",1,0,0,0,0,0
"Solyc03g044570",0,0,0,0,0,0
"Solyc03g044580",0,1,0,0,0,0
"Solyc03g044590",0,0,0,0,1,0
"Solyc03g044600",0,0,2,0,2,0
"Solyc03g044610",0,0,1,1,3,0
"Solyc03g044620",3026,3118,3578,2838,3341,6323
"Solyc03g044630",1,0,0,0,0,5
"Solyc03g044640",4,1,3,0,3,0
"Solyc03g044660",323,506,576,492,470,909
"Solyc03g044670",4,3,0,7,6,5
"Solyc03g044690",0,0,0,0,0,0
"Solyc03g044700",0,0,0,0,0,0
"Solyc03g044710",5,8,0,0,5,0
"Solyc03g044720",194,304,274,351,206,668
"Solyc03g044730",0,0,0,0,0,0
"Solyc03g044740",0,4,3,0,2,0
"Solyc03g044790",7,11,2,0,8,7
"Solyc03g044800",5,0,5,0,9,0
"Solyc03g044810",4,3,2,0,9,14
"Solyc03g044820",3,5,0,2,4,26
"Solyc03g044830",1,0,0,0,0,0
"Solyc03g044840",108,15,113,3,142,70
"Solyc03g044850",2,0,0,5,2,9
"Solyc03g044860",0,0,0,0,0,0
"Solyc03g044870",0,0,0,1,0,0
"Solyc03g044880",136,295,150,341,186,931
"Solyc03g044890",0,0,0,0,0,0
"Solyc03g044900",0,2,3,0,0,28
"Solyc03g044910",41,49,62,72,75,254
"Solyc03g044920",0,0,0,0,0,0
"Solyc03g044930",0,0,0,0,0,0
"Solyc03g044940",6,0,1,0,6,0
"Solyc03g044950",11,0,15,0,21,5
"Solyc03g044960",0,7,0,2,1,0
"Solyc03g044970",0,0,0,0,0,0
"Solyc03g044980",5,0,2,0,2,0
"Solyc03g044990",0,0,0,0,0,0
"Solyc03g045000",45,39,73,90,90,148
"Solyc03g045010",0,0,0,0,0,0
"Solyc03g045020",0,0,0,0,0,0
"Solyc03g045030",9,1,3,0,3,0
"Solyc03g045040",2,1,1,0,0,0
"Solyc03g045050",897,1213,1070,1609,911,1862
"Solyc03g045060",803,770,1103,1172,973,1518
"Solyc03g045070",1,1,0,0,1,0
"Solyc03g045080",3,1,4,0,5,9
"Solyc03g045090",1191,1854,1792,2195,1886,4732
"Solyc03g045100",0,0,0,0,0,0
"Solyc03g045110",1635,947,721,728,2374,2477
"Solyc03g045120",49,45,33,38,71,132
"Solyc03g045130",0,1,1,3,0,3
"Solyc03g045140",107,97,90,60,97,178
"Solyc03g045150",0,0,1,0,1,0
"Solyc03g046160",0,1,0,0,0,0
"Solyc03g046170",0,0,0,0,1,0
"Solyc03g046180",0,0,0,0,0,0
"Solyc03g046190",1,0,0,0,0,0
"Solyc03g046200",1,0,0,0,0,0
"Solyc03g046220",8,5,6,1,6,14
"Solyc03g046230",0,0,0,0,0,0
"Solyc03g046240",1,0,0,0,2,0
"Solyc03g046250",11,10,7,23,6,25
"Solyc03g046260",44,11,31,3,34,0
"Solyc03g046270",1,7,0,4,0,2
"Solyc03g046280",0,0,0,0,0,0
"Solyc03g046290",0,0,0,0,0,0
"Solyc03g046300",0,0,0,0,0,0
"Solyc03g046310",0,0,0,0,0,0
"Solyc03g046320",0,0,0,0,0,0
"Solyc03g046330",0,0,0,0,0,0
"Solyc03g046340",163,252,116,383,171,459
"Solyc03g046350",275,450,334,355,365,681
"Solyc03g046360",36,0,33,0,55,8
"Solyc03g046370",85,9,43,0,85,14
"Solyc03g046380",3,81,15,123,11,760
"Solyc03g046390",0,0,0,0,0,0
"Solyc03g046400",0,0,0,0,0,0
"Solyc03g046410",8,23,6,41,7,56
"Solyc03g046420",455,51,242,17,639,15
"Solyc03g046430",2,0,0,0,0,0
"Solyc03g046440",0,1,0,0,0,0
"Solyc03g046450",864,2648,1399,3935,1098,7207
"Solyc03g046460",0,0,0,0,0,0
"Solyc03g046470",166,798,230,984,221,1776
"Solyc03g046480",29,2,32,11,10,9
"Solyc03g046490",0,0,0,0,0,0
"Solyc03g046510",0,0,0,0,0,0
"Solyc03g046540",9,0,7,0,3,0
"Solyc03g046570",154,254,198,338,174,560
"Solyc03g046580",0,0,0,0,0,0
"Solyc03g046590",724,860,557,1191,767,1697
"Solyc03g051590",296,682,597,1695,375,1163
"Solyc03g051600",0,0,0,0,0,0
"Solyc03g051610",0,0,0,0,0,0
"Solyc03g051620",15,17,31,9,22,20
"Solyc03g051630",6,12,23,24,8,13
"Solyc03g051640",2,15,2,11,0,65
"Solyc03g051650",11,30,2,36,9,188
"Solyc03g051660",0,1,0,3,0,2
"Solyc03g051670",5,12,4,21,1,27
"Solyc03g051680",5,20,3,26,2,49
"Solyc03g051690",1,5,0,3,1,1
"Solyc03g051700",32,162,11,235,28,576
"Solyc03g051710",0,2,1,1,1,3
"Solyc03g051720",14,65,3,45,8,101
"Solyc03g051730",0,0,0,0,0,0
"Solyc03g051740",0,0,0,0,0,0
"Solyc03g051750",0,0,0,0,0,0
"Solyc03g051760",0,0,0,0,0,0
"Solyc03g051770",127,311,176,387,212,717
"Solyc03g051780",25,35,30,40,55,71
"Solyc03g051790",286,429,482,464,360,1226
"Solyc03g051800",0,0,0,0,0,0
"Solyc03g051810",246,539,260,524,422,1211
"Solyc03g051820",1,0,2,0,1,0
"Solyc03g051880",0,0,0,0,0,0
"Solyc03g051890",0,0,0,0,0,0
"Solyc03g051900",3566,3321,3900,4146,3655,5393
"Solyc03g051910",0,1,0,0,0,0
"Solyc03g051920",26,149,50,168,74,397
"Solyc03g051930",120,204,152,375,137,599
"Solyc03g051940",42,32,73,58,38,71
"Solyc03g051950",74,105,64,150,115,379
"Solyc03g051960",0,2,0,0,2,0
"Solyc03g051970",170,428,260,454,287,1237
"Solyc03g052970",0,0,0,0,0,0
"Solyc03g052980",1228,880,839,1437,1494,1576
"Solyc03g052990",0,0,0,0,0,0
"Solyc03g053000",163,429,190,333,233,840
"Solyc03g053010",447,1220,643,1365,591,2986
"Solyc03g053020",65,150,39,94,69,204
"Solyc03g053030",0,0,0,0,0,0
"Solyc03g053040",0,0,0,0,0,0
"Solyc03g053050",0,0,0,0,1,0
"Solyc03g053060",0,0,0,0,0,0
"Solyc03g053070",0,0,0,0,0,0
"Solyc03g053080",262,1063,417,1464,418,2566
"Solyc03g053090",8,13,4,3,0,40
"Solyc03g053100",168,525,277,849,203,1317
"Solyc03g053110",1,1,2,1,0,0
"Solyc03g053120",0,0,0,0,0,0
"Solyc03g053130",0,0,0,1,0,0
"Solyc03g058140",0,0,0,0,0,0
"Solyc03g058150",0,0,0,0,0,0
"Solyc03g058160",1,1,3,4,3,7
"Solyc03g058170",3,0,1,0,5,0
"Solyc03g058180",6,4,5,0,8,0
"Solyc03g058190",314,537,462,673,505,1229
"Solyc03g058200",0,0,0,0,0,0
"Solyc03g058210",0,0,0,0,0,0
"Solyc03g058220",0,0,0,0,0,0
"Solyc03g058230",0,0,0,0,0,0
"Solyc03g058240",0,0,0,0,0,0
"Solyc03g058250",0,0,0,0,0,0
"Solyc03g058260",0,0,0,0,0,0
"Solyc03g058270",0,0,0,0,0,0
"Solyc03g058280",8,8,4,2,2,2
"Solyc03g058300",0,0,0,2,2,0
"Solyc03g058310",2,7,1,24,5,18
"Solyc03g058320",0,0,1,2,0,3
"Solyc03g058330",3,14,14,5,4,393
"Solyc03g058340",166,351,200,386,258,931
"Solyc03g058350",1047,1068,1101,1417,1203,1529
"Solyc03g058360",0,0,0,0,0,0
"Solyc03g058370",3,12,1,6,3,0
"Solyc03g058380",1451,1969,1544,2785,1471,4383
"Solyc03g058390",330,253,255,381,302,372
"Solyc03g058400",42,26,62,1,76,7
"Solyc03g058410",4,1,1,0,1,0
"Solyc03g058420",0,0,0,0,2,0
"Solyc03g058430",2,11,6,4,6,45
"Solyc03g058440",1,0,0,0,0,0
"Solyc03g058450",3,3,1,0,4,6
"Solyc03g058460",0,0,0,0,0,0
"Solyc03g058470",96,254,117,439,126,620
"Solyc03g058480",14,15,16,50,10,37
"Solyc03g058490",42,103,59,128,50,171
"Solyc03g058500",22,40,20,50,48,88
"Solyc03g058510",25,34,14,9,56,52
"Solyc03g058520",0,0,0,0,0,0
"Solyc03g058530",0,0,0,0,0,0
"Solyc03g058540",0,0,0,0,0,0
"Solyc03g058550",0,0,0,0,0,0
"Solyc03g058560",0,0,0,0,0,0
"Solyc03g058570",0,0,0,0,0,0
"Solyc03g058580",0,0,0,0,0,0
"Solyc03g058610",0,0,0,0,0,0
"Solyc03g058620",0,0,0,0,0,0
"Solyc03g058630",0,0,0,0,0,0
"Solyc03g058640",0,0,0,0,0,0
"Solyc03g058650",0,0,0,0,0,0
"Solyc03g058660",0,0,0,0,0,0
"Solyc03g058670",0,0,0,0,0,0
"Solyc03g058680",0,0,0,0,0,0
"Solyc03g058690",0,0,0,0,0,0
"Solyc03g058700",0,0,0,0,0,0
"Solyc03g058710",0,0,0,0,0,0
"Solyc03g058720",0,0,0,0,0,0
"Solyc03g058730",0,0,0,0,0,0
"Solyc03g058740",0,0,0,0,0,0
"Solyc03g058750",13,3,5,2,1,0
"Solyc03g058780",0,0,0,1,1,0
"Solyc03g058790",0,0,0,0,0,0
"Solyc03g058800",0,0,0,0,0,0
"Solyc03g058810",0,0,0,0,0,0
"Solyc03g058820",0,0,0,0,0,0
"Solyc03g058830",0,0,0,0,0,0
"Solyc03g058840",2,2,0,6,8,2
"Solyc03g058850",38,20,35,19,76,42
"Solyc03g058860",273,384,321,549,396,758
"Solyc03g058870",0,0,0,0,1,0
"Solyc03g058880",378,692,515,857,576,1539
"Solyc03g058890",4,2,4,6,1,8
"Solyc03g058900",0,0,0,0,1,0
"Solyc03g058910",1,1,2,10,4,0
"Solyc03g058920",3968,4293,6188,5701,5321,7748
"Solyc03g058930",11,30,15,41,22,148
"Solyc03g058940",5,12,3,19,12,33
"Solyc03g058950",199,104,173,50,182,189
"Solyc03g058960",135,102,162,71,149,299
"Solyc03g058970",14,34,12,18,13,229
"Solyc03g058980",2,1,1,0,0,0
"Solyc03g058990",397,308,361,510,683,927
"Solyc03g059000",1,0,0,0,4,0
"Solyc03g059010",1309,1052,1552,1304,1321,1902
"Solyc03g059020",2,1,6,0,2,8
"Solyc03g059030",1326,1723,1661,2370,1602,3440
"Solyc03g059040",0,0,0,0,0,0
"Solyc03g059050",86,63,53,42,125,119
"Solyc03g059060",0,0,0,0,0,0
"Solyc03g059070",4,51,15,100,16,148
"Solyc03g059080",1,0,0,0,2,3
"Solyc03g059090",6,12,7,14,17,6
"Solyc03g059100",555,739,722,849,677,1281
"Solyc03g059110",0,0,0,0,0,0
"Solyc03g059120",0,0,0,0,1,0
"Solyc03g059130",1,1,0,0,0,0
"Solyc03g059140",0,1,3,0,1,0
"Solyc03g059150",11,4,12,0,18,2
"Solyc03g059160",59,17,58,14,70,11
"Solyc03g059170",22,34,19,61,27,141
"Solyc03g059180",87,173,79,249,112,521
"Solyc03g059190",0,4,1,1,0,34
"Solyc03g059200",0,5,0,4,0,0
"Solyc03g059210",1,0,3,0,1,0
"Solyc03g059220",1,0,1,0,0,0
"Solyc03g059230",0,1,3,0,1,11
"Solyc03g059240",0,0,0,0,0,0
"Solyc03g059250",79,324,147,342,155,632
"Solyc03g059260",4,2,4,0,9,14
"Solyc03g059270",13,0,3,0,5,0
"Solyc03g059280",1,0,0,0,0,0
"Solyc03g059290",1,0,0,0,0,1
"Solyc03g059300",0,0,0,0,0,0
"Solyc03g059310",682,833,857,1051,815,1712
"Solyc03g059320",0,0,0,0,0,0
"Solyc03g059330",0,0,1,0,0,0
"Solyc03g059340",0,0,0,0,0,0
"Solyc03g059350",0,0,1,0,1,1
"Solyc03g059360",1,0,1,0,0,0
"Solyc03g059370",0,0,0,0,1,0
"Solyc03g059380",0,0,0,0,0,0
"Solyc03g059390",0,1,1,0,0,3
"Solyc03g059400",134,159,113,223,153,565
"Solyc03g059410",8,12,23,19,15,42
"Solyc03g059420",771,1058,922,1165,868,2835
"Solyc03g059430",0,0,0,0,0,0
"Solyc03g059440",0,0,0,0,1,0
"Solyc03g059450",2,0,1,0,1,0
"Solyc03g059460",19,2,2,0,18,0
"Solyc03g059470",0,0,0,0,2,0
"Solyc03g059480",8,6,2,0,27,3
"Solyc03g059490",549,985,680,1513,723,2806
"Solyc03g059500",0,0,0,0,1,0
"Solyc03g060500",0,0,0,0,2,0
"Solyc03g060510",97,80,48,112,82,191
"Solyc03g060520",1,0,0,0,0,6
"Solyc03g060530",1,0,0,0,0,0
"Solyc03g061540",612,1014,423,1405,708,3272
"Solyc03g061550",0,3,3,21,1,0
"Solyc03g061560",0,0,0,1,0,0
"Solyc03g061570",0,0,0,0,0,0
"Solyc03g061580",0,0,0,0,0,0
"Solyc03g061590",209,195,194,291,233,367
"Solyc03g061600",657,898,627,777,807,1228
"Solyc03g061610",1,1,1,0,2,5
"Solyc03g061620",0,0,0,0,0,0
"Solyc03g061630",0,0,0,0,0,0
"Solyc03g061640",0,0,0,0,1,0
"Solyc03g061650",3,3,0,0,0,0
"Solyc03g062650",937,1892,1035,2002,1152,3702
"Solyc03g062660",0,1,0,3,0,4
"Solyc03g062670",0,0,0,0,0,7
"Solyc03g062680",567,694,469,663,863,1277
"Solyc03g062690",0,0,0,0,0,0
"Solyc03g062700",451,504,614,656,490,524
"Solyc03g062710",0,0,0,0,0,0
"Solyc03g062720",0,1,1,0,3,1
"Solyc03g062730",1,1,3,2,3,0
"Solyc03g062740",3,0,1,0,5,7
"Solyc03g062750",0,1,0,0,0,0
"Solyc03g062760",3,17,3,10,8,12
"Solyc03g062770",0,1,0,0,1,14
"Solyc03g062780",0,0,0,0,0,0
"Solyc03g062790",89,262,186,387,245,916
"Solyc03g062800",6,1,9,0,11,0
"Solyc03g062810",5,0,2,0,3,0
"Solyc03g062820",8,0,13,0,39,0
"Solyc03g062830",267,575,220,646,350,1167
"Solyc03g062840",20,10,22,15,23,23
"Solyc03g062850",92,101,121,139,66,279
"Solyc03g062860",106,135,139,89,82,284
"Solyc03g062870",13,10,24,13,8,32
"Solyc03g062880",0,2,0,0,2,0
"Solyc03g062890",53,84,50,139,115,420
"Solyc03g062900",385,299,388,399,349,432
"Solyc03g062910",344,479,273,511,371,785
"Solyc03g062920",0,0,0,0,0,0
"Solyc03g062930",31,16,21,36,26,42
"Solyc03g062940",291,747,539,969,435,2261
"Solyc03g062950",47,79,62,96,88,105
"Solyc03g062960",0,0,0,0,0,0
"Solyc03g062970",0,0,0,0,0,0
"Solyc03g062980",0,0,0,0,0,0
"Solyc03g063000",0,0,0,0,0,0
"Solyc03g063010",0,1,0,0,0,0
"Solyc03g063020",0,0,0,0,0,3
"Solyc03g063030",71,44,85,23,61,42
"Solyc03g063040",13,5,9,1,14,6
"Solyc03g063050",23,7,25,8,22,4
"Solyc03g063060",156,135,106,150,160,288
"Solyc03g063070",0,0,0,0,0,0
