"gene","A3","A11","A15","A23","A27","A35"
"Solyc01g006400",0.177274586593205,1.30340508419727,0.406073984422301,2.83872682178018,0.269008021593817,0.63808167617695
"Solyc01g006880",32.743765589174,62.422879403019,42.4873595635503,58.0094048036066,72.7157664100137,69.9646568662109
"Solyc01g007070",2.498438331527,6.60975321040223,2.73985246832964,13.7283634753351,3.37762012892555,10.2497501159114
"Solyc01g007350",216.864554239089,84.4488137532498,99.1111956040458,54.6693760598026,93.4160419049139,58.4489733355443
"Solyc01g007570",0,0,0,0,0,0
"Solyc01g010000",20.507174557091,9.11088034570711,16.7207755027895,3.5235516440829,9.94958806958614,17.7943185733858
"Solyc01g015000",10.3566878515649,3.43440410744021,8.49633910724333,5.68373710184762,6.36990523228643,5.2557412362148
"Solyc01g016410",5.50917672086879,2.54933028427409,3.10636164527448,5.3574500358041,3.90438819184507,3.71807176083735
"Solyc01g057760",32.8544067721631,38.0573043257581,41.105113311464,51.1698329195211,51.0738372647496,37.7596395625559
"Solyc01g065490",10.2222534680485,6.4193898531223,9.64288089602385,4.5439320823199,10.3225758320808,12.2646506615292
"Solyc01g066940",4.50208710821327,2.06239471145772,4.70336435540755,1.24114259162795,2.80932213897935,2.53673276986654
"Solyc01g067040",4.89794146136437,3.324701022029,5.67367930612925,4.06381006121412,6.00758091355527,2.30646811696126
"Solyc01g067290",1.05777695255917,0.714165966060523,0.881089634110327,0.756417748628975,0.889428085610829,1.12490168634787
"Solyc01g067720",12.6170150120502,14.7350833254574,16.7055068649986,11.4223512887885,13.4952917448372,10.5112638460704
"Solyc01g067930",15.436227022188,11.6950431259797,13.6918346791726,12.9776572678684,12.9904604225665,7.78128631262807
"Solyc01g068060",12.8303433090752,20.7661072390502,25.6738679078099,26.4120115171184,26.9824996701294,22.8253408754886
"Solyc01g068600",5.04220950508445,3.0457004903889,4.41464214934235,3.44686882783632,5.82962103938402,4.38598791285733
"Solyc01g073640",2.47838129776586,7.48905230753703,1.84505862373577,18.7663370822784,6.0442351873403,1.6377809213706
"Solyc01g073680",71.9733879620555,2.9289152988531,208.880228548524,0.0461636458097537,171.365665013193,6.50609369022188
"Solyc01g080020",7.90045770263248,8.50546706988221,9.26575683890885,9.50832414616262,11.9749685401285,10.3510266760937
"Solyc01g088530",7.52869234467041,7.85247833192916,8.03531118003409,5.2295333916908,10.6891981283943,14.0705075236183
"Solyc01g088590",0.143372979282265,0.127775118044542,0.131366910676811,0,0.683771035217504,0
"Solyc01g090180",0.701577850072246,0.458517880496498,0.514262116751146,0,0.730025139233207,0.21043812085804
"Solyc01g094010",13.4065765398347,24.3866268773157,14.6974622352646,18.025442368113,12.7842566653158,25.1183820780698
"Solyc01g094700",49.8526651978112,127.182287878884,67.1897907866522,161.39940341129,61.6763439043808,87.1943700579431
"Solyc01g096230",7.05525892726645,34.3577992114431,8.36274189602945,49.0794028628543,11.895677913065,19.978156185133
"Solyc01g096450",1.53773461149537,5.86244242566297,2.19172263459577,5.90399873697053,3.9014443567443,7.48238898145675
"Solyc01g101240",6.97525845628493,12.7385343696652,18.0733327941965,19.3227246516897,28.8290872957077,6.84261200702818
"Solyc01g103140",5.47651619056034,10.5748802655863,7.95356141848721,11.4447969733962,16.1685779050401,9.48731405847684
"Solyc01g103590",1.46151000147375,1.08542426599747,1.51767273081537,0.410585923506411,3.21051593473323,1.57816656534597
"Solyc01g103850",20.0398857122762,23.5390879498378,24.7516302937195,26.3477393090537,28.1508138838062,24.921437192414
"Solyc01g104910",1.99600171883402,1.9641494244951,3.27670090955624,3.89014842152044,12.0613659987901,1.72126328721836
"Solyc01g104950",0.325976176667992,2.28992215831835,0.386525631154352,3.61999922558152,1.79573148088168,1.89801406327467
