GO_term,locusName,fx
GO:0005634,Solyc06g035460,Cellular Component:nucleus
GO:0005634,Solyc12g096990,Cellular Component:nucleus
GO:0005634,Solyc04g009830,Cellular Component:nucleus
GO:0005634,Solyc04g054280,Cellular Component:nucleus
GO:0005634,Solyc01g110950,Cellular Component:nucleus
GO:0005634,Solyc10g047350,Cellular Component:nucleus
GO:0005634,Solyc03g113410,Cellular Component:nucleus
GO:0005634,Solyc12g077660,Cellular Component:nucleus
GO:0005634,Solyc02g081120,Cellular Component:nucleus
GO:0005634,Solyc03g121840,Cellular Component:nucleus
GO:0005634,Solyc01g093960,Cellular Component:nucleus
GO:0005634,Solyc07g066250,Cellular Component:nucleus
GO:0005634,Solyc11g013480,Cellular Component:nucleus
GO:0005634,Solyc11g067200,Cellular Component:nucleus
GO:0005634,Solyc04g040170,Cellular Component:nucleus
GO:0005634,Solyc05g043340,Cellular Component:nucleus
GO:0005634,Solyc09g090810,Cellular Component:nucleus
GO:0005634,Solyc01g097640,Cellular Component:nucleus
GO:0005634,Solyc02g063290,Cellular Component:nucleus
GO:0005634,Solyc03g121700,Cellular Component:nucleus
GO:0005634,Solyc06g065680,Cellular Component:nucleus
GO:0005634,Solyc03g120390,Cellular Component:nucleus
GO:0005634,Solyc03g120440,Cellular Component:nucleus
GO:0005634,Solyc05g018810,Cellular Component:nucleus
GO:0005634,Solyc02g090680,Cellular Component:nucleus
GO:0005634,Solyc04g081000,Cellular Component:nucleus
GO:0005634,Solyc11g028020,Cellular Component:nucleus
GO:0005634,Solyc02g067370,Cellular Component:nucleus
GO:0005634,Solyc10g009420,Cellular Component:nucleus
GO:0005634,Solyc09g005560,Cellular Component:nucleus
GO:0005634,Solyc02g092070,Cellular Component:nucleus
GO:0005634,Solyc06g066020,Cellular Component:nucleus
GO:0005634,Solyc02g077920,Cellular Component:nucleus
GO:0005634,Solyc05g015720,Cellular Component:nucleus
GO:0005634,Solyc02g071730,Cellular Component:nucleus
GO:0005634,Solyc08g078600,Cellular Component:nucleus
GO:0005634,Solyc05g015510,Cellular Component:nucleus
GO:0005634,Solyc03g114060,Cellular Component:nucleus
GO:0005634,Solyc06g073510,Cellular Component:nucleus
GO:0005634,Solyc08g076610,Cellular Component:nucleus
GO:0005634,Solyc12g088530,Cellular Component:nucleus
GO:0005634,Solyc01g094800,Cellular Component:nucleus
GO:0005634,Solyc09g091450,Cellular Component:nucleus
GO:0005634,Solyc01g087990,Cellular Component:nucleus
GO:0005634,Solyc10g080570,Cellular Component:nucleus
GO:0005634,Solyc05g043350,Cellular Component:nucleus
GO:0005634,Solyc06g059970,Cellular Component:nucleus
GO:0005634,Solyc06g053770,Cellular Component:nucleus
GO:0005634,Solyc03g119130,Cellular Component:nucleus
GO:0005634,Solyc11g067250,Cellular Component:nucleus
GO:0005634,Solyc08g044600,Cellular Component:nucleus
GO:0005634,Solyc04g007890,Cellular Component:nucleus
GO:0005634,Solyc06g008590,Cellular Component:nucleus
GO:0005634,Solyc09g057710,Cellular Component:nucleus
GO:0005634,Solyc06g009750,Cellular Component:nucleus
GO:0005634,Solyc06g073610,Cellular Component:nucleus
GO:0005634,Solyc03g097990,Cellular Component:nucleus
GO:0005634,Solyc03g116680,Cellular Component:nucleus
GO:0005634,Solyc06g060830,Cellular Component:nucleus
GO:0005634,Solyc02g083470,Cellular Component:nucleus
GO:0005634,Solyc11g005120,Cellular Component:nucleus
GO:0005634,Solyc03g114830,Cellular Component:nucleus
GO:0005634,Solyc09g082430,Cellular Component:nucleus
GO:0005634,Solyc08g067230,Cellular Component:nucleus
GO:0005634,Solyc11g020820,Cellular Component:nucleus
GO:0005634,Solyc02g082180,Cellular Component:nucleus
GO:0005634,Solyc11g073080,Cellular Component:nucleus
GO:0005634,Solyc06g053960,Cellular Component:nucleus
GO:0005634,Solyc01g020120,Cellular Component:nucleus
GO:0005634,Solyc12g008940,Cellular Component:nucleus
GO:0005634,Solyc12g088090,Cellular Component:nucleus
GO:0005634,Solyc01g009360,Cellular Component:nucleus
GO:0005634,Solyc10g080950,Cellular Component:nucleus
GO:0005634,Solyc01g008120,Cellular Component:nucleus
GO:0005634,Solyc01g068370,Cellular Component:nucleus
GO:0005634,Solyc00g023270,Cellular Component:nucleus
GO:0005634,Solyc11g044320,Cellular Component:nucleus
GO:0005634,Solyc02g079370,Cellular Component:nucleus
GO:0005634,Solyc04g078400,Cellular Component:nucleus
GO:0005634,Solyc09g091780,Cellular Component:nucleus
GO:0005634,Solyc12g088520,Cellular Component:nucleus
GO:0005634,Solyc02g037530,Cellular Component:nucleus
GO:0005634,Solyc03g112520,Cellular Component:nucleus
GO:0005634,Solyc03g006000,Cellular Component:nucleus
GO:0005634,Solyc08g075950,Cellular Component:nucleus
GO:0005634,Solyc04g071520,Cellular Component:nucleus
GO:0005634,Solyc03g119870,Cellular Component:nucleus
GO:0005634,Solyc05g006050,Cellular Component:nucleus
GO:0005634,Solyc12g088470,Cellular Component:nucleus
GO:0005634,Solyc02g084240,Cellular Component:nucleus
GO:0005634,Solyc02g077560,Cellular Component:nucleus
GO:0005634,Solyc10g079380,Cellular Component:nucleus
GO:0005634,Solyc12g010410,Cellular Component:nucleus
GO:0005634,Solyc02g066940,Cellular Component:nucleus
GO:0005634,Solyc12g007230,Cellular Component:nucleus
GO:0005634,Solyc04g078770,Cellular Component:nucleus
GO:0005634,Solyc03g082430,Cellular Component:nucleus
GO:0005634,Solyc01g079210,Cellular Component:nucleus
GO:0005634,Solyc08g078300,Cellular Component:nucleus
GO:0005634,Solyc09g083280,Cellular Component:nucleus
GO:0005634,Solyc06g053840,Cellular Component:nucleus
GO:0005634,Solyc08g005430,Cellular Component:nucleus
GO:0005634,Solyc02g069740,Cellular Component:nucleus
GO:0005634,Solyc07g008170,Cellular Component:nucleus
GO:0005634,Solyc02g082820,Cellular Component:nucleus
GO:0005634,Solyc01g103020,Cellular Component:nucleus
GO:0005634,Solyc01g009470,Cellular Component:nucleus
GO:0005634,Solyc06g071820,Cellular Component:nucleus
GO:0005634,Solyc10g049360,Cellular Component:nucleus
GO:0005634,Solyc03g007100,Cellular Component:nucleus
GO:0005634,Solyc01g090730,Cellular Component:nucleus
GO:0005634,Solyc09g009300,Cellular Component:nucleus
GO:0005634,Solyc11g068770,Cellular Component:nucleus
GO:0005634,Solyc09g009900,Cellular Component:nucleus
GO:0005634,Solyc04g082430,Cellular Component:nucleus
GO:0005634,Solyc06g051980,Cellular Component:nucleus
GO:0005634,Solyc02g072060,Cellular Component:nucleus
GO:0005634,Solyc11g011150,Cellular Component:nucleus
GO:0005634,Solyc11g005990,Cellular Component:nucleus
GO:0005634,Solyc12g038510,Cellular Component:nucleus
GO:0005634,Solyc01g103090,Cellular Component:nucleus
GO:0005634,Solyc08g062960,Cellular Component:nucleus
GO:0005634,Solyc05g012040,Cellular Component:nucleus
GO:0005634,Solyc09g098230,Cellular Component:nucleus
GO:0005634,Solyc00g196060,Cellular Component:nucleus
GO:0005634,Solyc06g062680,Cellular Component:nucleus
GO:0005634,Solyc12g041890,Cellular Component:nucleus
GO:0005634,Solyc11g008090,Cellular Component:nucleus
GO:0005634,Solyc02g092370,Cellular Component:nucleus
GO:0005634,Solyc08g044560,Cellular Component:nucleus
GO:0005634,Solyc11g045130,Cellular Component:nucleus
GO:0005634,Solyc10g078730,Cellular Component:nucleus
GO:0005634,Solyc05g012940,Cellular Component:nucleus
GO:0005634,Solyc07g019450,Cellular Component:nucleus
GO:0005634,Solyc03g083270,Cellular Component:nucleus
GO:0005634,Solyc05g010570,Cellular Component:nucleus
GO:0005634,Solyc03g117030,Cellular Component:nucleus
GO:0005634,Solyc11g032100,Cellular Component:nucleus
GO:0005634,Solyc09g010840,Cellular Component:nucleus
GO:0005634,Solyc11g005090,Cellular Component:nucleus
GO:0005634,Solyc10g078520,Cellular Component:nucleus
GO:0005634,Solyc12g095890,Cellular Component:nucleus
GO:0005634,Solyc02g091550,Cellular Component:nucleus
GO:0005634,Solyc09g065850,Cellular Component:nucleus
GO:0005634,Solyc03g120380,Cellular Component:nucleus
GO:0005634,Solyc06g084400,Cellular Component:nucleus
GO:0005634,Solyc09g082440,Cellular Component:nucleus
GO:0005634,Solyc05g052190,Cellular Component:nucleus
GO:0005634,Solyc01g009040,Cellular Component:nucleus
GO:0005634,Solyc03g044480,Cellular Component:nucleus
GO:0005634,Solyc06g054560,Cellular Component:nucleus
GO:0005634,Solyc08g014440,Cellular Component:nucleus
GO:0005634,Solyc12g098520,Cellular Component:nucleus
GO:0005634,Solyc10g007400,Cellular Component:nucleus
GO:0005634,Solyc06g084070,Cellular Component:nucleus
GO:0005634,Solyc06g066320,Cellular Component:nucleus
GO:0005634,Solyc04g025510,Cellular Component:nucleus
GO:0005634,Solyc02g078340,Cellular Component:nucleus
GO:0005634,Solyc04g076280,Cellular Component:nucleus
GO:0005634,Solyc02g064630,Cellular Component:nucleus
GO:0005634,Solyc01g111550,Cellular Component:nucleus
GO:0005634,Solyc02g067670,Cellular Component:nucleus
GO:0005634,Solyc01g079500,Cellular Component:nucleus
GO:0005634,Solyc03g031970,Cellular Component:nucleus
GO:0005634,Solyc08g005170,Cellular Component:nucleus
GO:0005634,Solyc03g051900,Cellular Component:nucleus
GO:0005634,Solyc06g062690,Cellular Component:nucleus
GO:0005634,Solyc04g005320,Cellular Component:nucleus
GO:0005634,Solyc07g055710,Cellular Component:nucleus
GO:0005634,Solyc06g059750,Cellular Component:nucleus
GO:0005634,Solyc07g016180,Cellular Component:nucleus
GO:0005634,Solyc04g078470,Cellular Component:nucleus
GO:0005634,Solyc12g088500,Cellular Component:nucleus
GO:0005634,Solyc02g084630,Cellular Component:nucleus
GO:0005634,Solyc06g008580,Cellular Component:nucleus
GO:0005634,Solyc03g025260,Cellular Component:nucleus
GO:0005634,Solyc08g075840,Cellular Component:nucleus
GO:0005634,Solyc02g021350,Cellular Component:nucleus
GO:0005634,Solyc10g080930,Cellular Component:nucleus
GO:0005634,Solyc05g012020,Cellular Component:nucleus
GO:0005634,Solyc03g026020,Cellular Component:nucleus
GO:0005634,Solyc11g013580,Cellular Component:nucleus
GO:0005634,Solyc05g012060,Cellular Component:nucleus
GO:0005634,Solyc06g083760,Cellular Component:nucleus
GO:0005634,Solyc07g062980,Cellular Component:nucleus
GO:0005634,Solyc09g061280,Cellular Component:nucleus
GO:0005634,Solyc10g050540,Cellular Component:nucleus
GO:0005634,Solyc01g007840,Cellular Component:nucleus
GO:0005634,Solyc05g005090,Cellular Component:nucleus
GO:0005634,Solyc03g032190,Cellular Component:nucleus
GO:0005634,Solyc10g078350,Cellular Component:nucleus
GO:0005634,Solyc05g050580,Cellular Component:nucleus
GO:0005634,Solyc09g065660,Cellular Component:nucleus
GO:0005634,Solyc09g090630,Cellular Component:nucleus
GO:0005634,Solyc02g089970,Cellular Component:nucleus
GO:0005634,Solyc04g008070,Cellular Component:nucleus
GO:0005634,Solyc09g064530,Cellular Component:nucleus
GO:0005634,Solyc00g011560,Cellular Component:nucleus
GO:0005634,Solyc01g057270,Cellular Component:nucleus
GO:0005634,Solyc03g019710,Cellular Component:nucleus
GO:0005634,Solyc05g008630,Cellular Component:nucleus
GO:0005634,Solyc08g076590,Cellular Component:nucleus
GO:0005634,Solyc06g053330,Cellular Component:nucleus
GO:0005634,Solyc06g071040,Cellular Component:nucleus
GO:0005634,Solyc07g065040,Cellular Component:nucleus
GO:0005634,Solyc06g069430,Cellular Component:nucleus
GO:0005634,Solyc11g069160,Cellular Component:nucleus
GO:0005634,Solyc12g009590,Cellular Component:nucleus
GO:0005634,Solyc06g060960,Cellular Component:nucleus
GO:0005634,Solyc11g067010,Cellular Component:nucleus
GO:0005634,Solyc02g085560,Cellular Component:nucleus
GO:0005634,Solyc08g063000,Cellular Component:nucleus
GO:0005634,Solyc03g093710,Cellular Component:nucleus
GO:0005634,Solyc04g064470,Cellular Component:nucleus
GO:0005634,Solyc05g006180,Cellular Component:nucleus
GO:0005634,Solyc12g042720,Cellular Component:nucleus
GO:0005634,Solyc06g008970,Cellular Component:nucleus
GO:0005634,Solyc02g079180,Cellular Component:nucleus
GO:0005634,Solyc06g068140,Cellular Component:nucleus
GO:0005634,Solyc09g059520,Cellular Component:nucleus
GO:0005634,Solyc06g010100,Cellular Component:nucleus
GO:0005634,Solyc01g104490,Cellular Component:nucleus
GO:0005634,Solyc07g056030,Cellular Component:nucleus
GO:0005634,Solyc04g016000,Cellular Component:nucleus
GO:0005634,Solyc09g083290,Cellular Component:nucleus
GO:0005634,Solyc10g080350,Cellular Component:nucleus
GO:0005634,Solyc03g042520,Cellular Component:nucleus
GO:0005634,Solyc04g078310,Cellular Component:nucleus
GO:0005634,Solyc03g095720,Cellular Component:nucleus
GO:0005634,Solyc00g032030,Cellular Component:nucleus
GO:0005634,Solyc03g093680,Cellular Component:nucleus
GO:0005634,Solyc08g041890,Cellular Component:nucleus
GO:0005634,Solyc02g072000,Cellular Component:nucleus
GO:0005634,Solyc02g083600,Cellular Component:nucleus
GO:0005634,Solyc03g043600,Cellular Component:nucleus
GO:0005634,Solyc02g094520,Cellular Component:nucleus
GO:0005634,Solyc12g100010,Cellular Component:nucleus
GO:0005634,Solyc02g089210,Cellular Component:nucleus
GO:0005634,Solyc07g065620,Cellular Component:nucleus
GO:0005634,Solyc12g038520,Cellular Component:nucleus
GO:0005634,Solyc07g040680,Cellular Component:nucleus
GO:0005634,Solyc11g066350,Cellular Component:nucleus
GO:0005634,Solyc06g071350,Cellular Component:nucleus
GO:0005634,Solyc09g082050,Cellular Component:nucleus
GO:0005634,Solyc10g085580,Cellular Component:nucleus
GO:0005634,Solyc05g025590,Cellular Component:nucleus
GO:0005634,Solyc01g108610,Cellular Component:nucleus
GO:0005634,Solyc11g011160,Cellular Component:nucleus
GO:0005634,Solyc08g061890,Cellular Component:nucleus
GO:0005634,Solyc01g009350,Cellular Component:nucleus
GO:0005634,Solyc12g098310,Cellular Component:nucleus
GO:0005634,Solyc07g008020,Cellular Component:nucleus
GO:0005634,Solyc11g069190,Cellular Component:nucleus
GO:0005634,Solyc01g090460,Cellular Component:nucleus
GO:0005634,Solyc06g075590,Cellular Component:nucleus
GO:0005634,Solyc09g066100,Cellular Component:nucleus
GO:0005634,Solyc01g096020,Cellular Component:nucleus
GO:0005634,Solyc07g066660,Cellular Component:nucleus
GO:0005634,Solyc12g094600,Cellular Component:nucleus
GO:0005634,Solyc03g120500,Cellular Component:nucleus
GO:0005634,Solyc06g066470,Cellular Component:nucleus
GO:0005634,Solyc10g083510,Cellular Component:nucleus
GO:0005634,Solyc01g098320,Cellular Component:nucleus
GO:0005634,Solyc06g072480,Cellular Component:nucleus
GO:0005634,Solyc04g009990,Cellular Component:nucleus
GO:0005634,Solyc12g042070,Cellular Component:nucleus
GO:0005634,Solyc00g017220,Cellular Component:nucleus
GO:0005634,Solyc02g021650,Cellular Component:nucleus
GO:0005634,Solyc11g012150,Cellular Component:nucleus
GO:0005634,Solyc10g077070,Cellular Component:nucleus
GO:0005634,Solyc04g076700,Cellular Component:nucleus
GO:0005634,Solyc07g041640,Cellular Component:nucleus
GO:0005634,Solyc03g034460,Cellular Component:nucleus
GO:0005634,Solyc10g045190,Cellular Component:nucleus
GO:0005634,Solyc01g103050,Cellular Component:nucleus
GO:0005634,Solyc03g005360,Cellular Component:nucleus
GO:0005634,Solyc03g043590,Cellular Component:nucleus
GO:0005634,Solyc10g046930,Cellular Component:nucleus
GO:0005634,Solyc09g009100,Cellular Component:nucleus
GO:0005634,Solyc09g091280,Cellular Component:nucleus
GO:0005634,Solyc01g094760,Cellular Component:nucleus
GO:0005634,Solyc05g051290,Cellular Component:nucleus
GO:0005634,Solyc01g006460,Cellular Component:nucleus
GO:0005634,Solyc06g068410,Cellular Component:nucleus
GO:0005634,Solyc03g121060,Cellular Component:nucleus
GO:0005634,Solyc02g078610,Cellular Component:nucleus
GO:0005634,Solyc05g056040,Cellular Component:nucleus
GO:0005634,Solyc05g047450,Cellular Component:nucleus
GO:0005634,Solyc12g096470,Cellular Component:nucleus
GO:0005634,Solyc01g058260,Cellular Component:nucleus
GO:0005634,Solyc03g026190,Cellular Component:nucleus
GO:0005634,Solyc01g097290,Cellular Component:nucleus
GO:0005634,Solyc01g091540,Cellular Component:nucleus
GO:0005634,Solyc03g034450,Cellular Component:nucleus
GO:0005634,Solyc01g092950,Cellular Component:nucleus
GO:0005634,Solyc09g082480,Cellular Component:nucleus
GO:0005634,Solyc01g090470,Cellular Component:nucleus
GO:0005634,Solyc02g061650,Cellular Component:nucleus
GO:0005634,Solyc10g083640,Cellular Component:nucleus
GO:0005634,Solyc01g008910,Cellular Component:nucleus
GO:0005634,Solyc07g055920,Cellular Component:nucleus
GO:0005634,Solyc02g092980,Cellular Component:nucleus
GO:0005634,Solyc07g053810,Cellular Component:nucleus
GO:0005634,Solyc06g053830,Cellular Component:nucleus
GO:0005634,Solyc10g018780,Cellular Component:nucleus
GO:0005634,Solyc08g041820,Cellular Component:nucleus
GO:0005634,Solyc12g087900,Cellular Component:nucleus
GO:0005634,Solyc05g041160,Cellular Component:nucleus
GO:0005634,Solyc11g013680,Cellular Component:nucleus
GO:0005634,Solyc05g056620,Cellular Component:nucleus
GO:0005634,Solyc03g031820,Cellular Component:nucleus
GO:0005634,Solyc03g036460,Cellular Component:nucleus
GO:0005634,Solyc02g078440,Cellular Component:nucleus
GO:0005634,Solyc01g080670,Cellular Component:nucleus
GO:0005634,Solyc08g079800,Cellular Component:nucleus
GO:0005634,Solyc03g114520,Cellular Component:nucleus
GO:0005634,Solyc12g099340,Cellular Component:nucleus
GO:0005634,Solyc09g072890,Cellular Component:nucleus
GO:0005634,Solyc11g013630,Cellular Component:nucleus
GO:0005634,Solyc07g017490,Cellular Component:nucleus
GO:0005634,Solyc07g009350,Cellular Component:nucleus
GO:0005634,Solyc11g069500,Cellular Component:nucleus
GO:0005634,Solyc05g053520,Cellular Component:nucleus
GO:0005634,Solyc10g078700,Cellular Component:nucleus
GO:0005634,Solyc03g114840,Cellular Component:nucleus
GO:0005634,Solyc10g078330,Cellular Component:nucleus
GO:0005634,Solyc03g093760,Cellular Component:nucleus
GO:0005634,Solyc03g112740,Cellular Component:nucleus
GO:0005634,Solyc03g006520,Cellular Component:nucleus
GO:0005634,Solyc05g018120,Cellular Component:nucleus
GO:0005634,Solyc07g054950,Cellular Component:nucleus
GO:0005634,Solyc05g053510,Cellular Component:nucleus
GO:0005634,Solyc12g087830,Cellular Component:nucleus
GO:0005634,Solyc06g010000,Cellular Component:nucleus
GO:0005634,Solyc09g090910,Cellular Component:nucleus
GO:0005634,Solyc09g098260,Cellular Component:nucleus
GO:0005634,Solyc01g086710,Cellular Component:nucleus
GO:0005634,Solyc03g116140,Cellular Component:nucleus
GO:0005634,Solyc01g006190,Cellular Component:nucleus
GO:0005634,Solyc08g080690,Cellular Component:nucleus
GO:0005634,Solyc02g089790,Cellular Component:nucleus
GO:0005634,Solyc01g060170,Cellular Component:nucleus
GO:0005634,Solyc07g043620,Cellular Component:nucleus
GO:0005634,Solyc09g091190,Cellular Component:nucleus
GO:0005634,Solyc05g054430,Cellular Component:nucleus
GO:0005634,Solyc05g012410,Cellular Component:nucleus
GO:0005634,Solyc01g096070,Cellular Component:nucleus
GO:0005634,Solyc06g075150,Cellular Component:nucleus
GO:0005634,Solyc03g114850,Cellular Component:nucleus
GO:0005634,Solyc10g018490,Cellular Component:nucleus
GO:0005634,Solyc03g118290,Cellular Component:nucleus
GO:0005634,Solyc07g017400,Cellular Component:nucleus
GO:0005634,Solyc09g009340,Cellular Component:nucleus
GO:0005634,Solyc12g019860,Cellular Component:nucleus
GO:0005634,Solyc07g015930,Cellular Component:nucleus
GO:0005634,Solyc11g020810,Cellular Component:nucleus
GO:0005634,Solyc03g111710,Cellular Component:nucleus
GO:0005634,Solyc01g106940,Cellular Component:nucleus
GO:0005634,Solyc11g067140,Cellular Component:nucleus
GO:0005634,Solyc09g055920,Cellular Component:nucleus
GO:0005634,Solyc07g007120,Cellular Component:nucleus
GO:0005634,Solyc04g056270,Cellular Component:nucleus
GO:0005634,Solyc05g006120,Cellular Component:nucleus
GO:0005634,Solyc05g047460,Cellular Component:nucleus
GO:0005634,Solyc04g076850,Cellular Component:nucleus
GO:0005634,Solyc04g081240,Cellular Component:nucleus
GO:0005634,Solyc08g042050,Cellular Component:nucleus
GO:0005634,Solyc11g010570,Cellular Component:nucleus
GO:0005634,Solyc12g077540,Cellular Component:nucleus
GO:0005634,Solyc04g076040,Cellular Component:nucleus
GO:0005634,Solyc05g015840,Cellular Component:nucleus
GO:0005634,Solyc03g118420,Cellular Component:nucleus
GO:0005634,Solyc08g080540,Cellular Component:nucleus
GO:0005634,Solyc01g100510,Cellular Component:nucleus
GO:0005634,Solyc03g093720,Cellular Component:nucleus
GO:0005634,Solyc09g098250,Cellular Component:nucleus
GO:0005634,Solyc11g005450,Cellular Component:nucleus
GO:0005634,Solyc02g064900,Cellular Component:nucleus
GO:0005634,Solyc12g056460,Cellular Component:nucleus
GO:0005634,Solyc02g092460,Cellular Component:nucleus
GO:0005634,Solyc10g081210,Cellular Component:nucleus
GO:0005634,Solyc03g044020,Cellular Component:nucleus
GO:0005634,Solyc03g006670,Cellular Component:nucleus
GO:0005634,Solyc06g071830,Cellular Component:nucleus
GO:0005634,Solyc03g007550,Cellular Component:nucleus
GO:0005634,Solyc04g077210,Cellular Component:nucleus
GO:0005634,Solyc03g117960,Cellular Component:nucleus
GO:0005634,Solyc09g082420,Cellular Component:nucleus
GO:0005634,Solyc04g010260,Cellular Component:nucleus
GO:0005634,Solyc06g051570,Cellular Component:nucleus
GO:0005634,Solyc12g007070,Cellular Component:nucleus
GO:0005634,Solyc08g007270,Cellular Component:nucleus
GO:0005634,Solyc10g009080,Cellular Component:nucleus
GO:0005634,Solyc09g083380,Cellular Component:nucleus
GO:0005634,Solyc10g049990,Cellular Component:nucleus
GO:0005634,Solyc04g071310,Cellular Component:nucleus
GO:0005634,Solyc05g008850,Cellular Component:nucleus
GO:0005634,Solyc04g077510,Cellular Component:nucleus
GO:0005634,Solyc04g007720,Cellular Component:nucleus
GO:0005634,Solyc03g093700,Cellular Component:nucleus
GO:0005634,Solyc03g117970,Cellular Component:nucleus
GO:0005634,Solyc08g005900,Cellular Component:nucleus
GO:0005634,Solyc05g008480,Cellular Component:nucleus
GO:0005634,Solyc02g065730,Cellular Component:nucleus
GO:0005634,Solyc03g097120,Cellular Component:nucleus
GO:0005634,Solyc01g067390,Cellular Component:nucleus
GO:0005634,Solyc08g021820,Cellular Component:nucleus
GO:0005634,Solyc09g009200,Cellular Component:nucleus
GO:0005634,Solyc08g080120,Cellular Component:nucleus
GO:0005634,Solyc01g111140,Cellular Component:nucleus
GO:0005634,Solyc04g082330,Cellular Component:nucleus
GO:0005634,Solyc05g009850,Cellular Component:nucleus
GO:0005634,Solyc07g055830,Cellular Component:nucleus
GO:0005634,Solyc10g009070,Cellular Component:nucleus
GO:0005634,Solyc08g068760,Cellular Component:nucleus
GO:0005634,Solyc04g081650,Cellular Component:nucleus
GO:0005634,Solyc06g072750,Cellular Component:nucleus
GO:0005634,Solyc10g086130,Cellular Component:nucleus
GO:0005634,Solyc03g007010,Cellular Component:nucleus
GO:0005634,Solyc06g074030,Cellular Component:nucleus
GO:0005634,Solyc09g007810,Cellular Component:nucleus
GO:0005634,Solyc12g099180,Cellular Component:nucleus
GO:0005634,Solyc05g053800,Cellular Component:nucleus
GO:0005634,Solyc06g084020,Cellular Component:nucleus
GO:0005634,Solyc02g089200,Cellular Component:nucleus
GO:0005634,Solyc08g066200,Cellular Component:nucleus
GO:0005634,Solyc11g068740,Cellular Component:nucleus
GO:0005634,Solyc04g045560,Cellular Component:nucleus
GO:0005634,Solyc08g008380,Cellular Component:nucleus
GO:0005634,Solyc03g116170,Cellular Component:nucleus
GO:0005634,Solyc03g037490,Cellular Component:nucleus
GO:0005634,Solyc03g006830,Cellular Component:nucleus
GO:0005634,Solyc05g012400,Cellular Component:nucleus
GO:0005634,Solyc07g054200,Cellular Component:nucleus
GO:0005634,Solyc04g008600,Cellular Component:nucleus
GO:0005634,Solyc03g025970,Cellular Component:nucleus
GO:0005634,Solyc04g008610,Cellular Component:nucleus
GO:0005634,Solyc04g016070,Cellular Component:nucleus
GO:0005634,Solyc10g080030,Cellular Component:nucleus
GO:0005634,Solyc07g040920,Cellular Component:nucleus
GO:0005634,Solyc10g083150,Cellular Component:nucleus
GO:0005634,Solyc02g092910,Cellular Component:nucleus
GO:0005634,Solyc10g074370,Cellular Component:nucleus
GO:0005634,Solyc12g096070,Cellular Component:nucleus
GO:0005634,Solyc12g088650,Cellular Component:nucleus
GO:0005634,Solyc09g082670,Cellular Component:nucleus
GO:0005634,Solyc01g105800,Cellular Component:nucleus
GO:0005634,Solyc03g042550,Cellular Component:nucleus
GO:0005634,Solyc10g080630,Cellular Component:nucleus
GO:0005634,Solyc09g007500,Cellular Component:nucleus
GO:0005634,Solyc06g059760,Cellular Component:nucleus
GO:0005634,Solyc08g080100,Cellular Component:nucleus
GO:0005634,Solyc11g040120,Cellular Component:nucleus
GO:0005634,Solyc10g005990,Cellular Component:nucleus
GO:0005634,Solyc03g115050,Cellular Component:nucleus
GO:0005634,Solyc06g064840,Cellular Component:nucleus
GO:0005634,Solyc11g072940,Cellular Component:nucleus
GO:0005634,Solyc03g093740,Cellular Component:nucleus
GO:0005634,Solyc10g017630,Cellular Component:nucleus
GO:0005639,Solyc08g077250,Cellular Component:obsolete integral component of nuclear inner membrane
GO:0005643,Solyc02g090230,Cellular Component:nuclear pore
GO:0005643,Solyc06g066740,Cellular Component:nuclear pore
GO:0005643,Solyc12g035650,Cellular Component:nuclear pore
GO:0005643,Solyc12g006480,Cellular Component:nuclear pore
GO:0005643,Solyc12g049410,Cellular Component:nuclear pore
GO:0005643,Solyc07g008160,Cellular Component:nuclear pore
GO:0005643,Solyc01g102640,Cellular Component:nuclear pore
GO:0005643,Solyc02g091010,Cellular Component:nuclear pore
GO:0005643,Solyc03g120280,Cellular Component:nuclear pore
GO:0005643,Solyc03g117120,Cellular Component:nuclear pore
GO:0005643,Solyc04g016240,Cellular Component:nuclear pore
GO:0005643,Solyc01g090670,Cellular Component:nuclear pore
GO:0005643,Solyc05g013790,Cellular Component:nuclear pore
GO:0005643,Solyc11g039890,Cellular Component:nuclear pore
GO:0005643,Solyc02g093330,Cellular Component:nuclear pore
GO:0005643,Solyc04g007280,Cellular Component:nuclear pore
GO:0005663,Solyc07g005880,Cellular Component:DNA replication factor C complex
GO:0005664,Solyc05g007450,Cellular Component:nuclear origin of replication recognition complex
GO:0005664,Solyc12g013880,Cellular Component:nuclear origin of replication recognition complex
GO:0005665,Solyc02g083350,"Cellular Component:RNA polymerase II, core complex"
GO:0005666,Solyc05g051620,Cellular Component:RNA polymerase III complex
GO:0005666,Solyc09g074220,Cellular Component:RNA polymerase III complex
GO:0005666,Solyc05g025650,Cellular Component:RNA polymerase III complex
GO:0005667,Solyc03g113760,Cellular Component:transcription regulator complex
GO:0005667,Solyc04g081350,Cellular Component:transcription regulator complex
GO:0005667,Solyc01g007760,Cellular Component:transcription regulator complex
GO:0005667,Solyc09g010670,Cellular Component:transcription regulator complex
GO:0005667,Solyc02g087310,Cellular Component:transcription regulator complex
GO:0005667,Solyc11g068800,Cellular Component:transcription regulator complex
GO:0005667,Solyc10g078430,Cellular Component:transcription regulator complex
GO:0005667,Solyc06g074010,Cellular Component:transcription regulator complex
GO:0005669,Solyc06g062900,Cellular Component:transcription factor TFIID complex
GO:0005669,Solyc04g078050,Cellular Component:transcription factor TFIID complex
GO:0005669,Solyc04g076580,Cellular Component:transcription factor TFIID complex
