"gene","A5","A17","A29"
"Solyc01g006400",0.366243898609536,0.654052483608679,0.576278425361233
"Solyc01g006880",36.7253436982315,49.5854832852147,27.0309278304282
"Solyc01g007070",3.80421171967162,6.21304924524791,2.40064124077522
"Solyc01g007350",93.4463832936954,15.523735478304,71.1946609969168
"Solyc01g007570",0,0,0
"Solyc01g010000",10.6926738502751,5.58450069663557,7.78357750226597
"Solyc01g015000",2.1894197172485,3.90995019757282,0.782957720438217
"Solyc01g016410",1.75104482665114,2.42348963941868,1.48359005798586
"Solyc01g057760",33.4208494876439,42.4915610566731,20.9157702951845
"Solyc01g065490",8.91091326533244,17.8867208201479,9.4912518772401
"Solyc01g066940",2.01670334178022,2.17332296696255,1.68342055559212
"Solyc01g067040",5.74633250707593,6.62911658312803,3.47759791657124
"Solyc01g067290",1.21848980645603,0.851488475862195,0.673289704487054
"Solyc01g067720",6.98922418266478,8.49159814260419,8.59823747123212
"Solyc01g067930",12.6622831677327,18.5268186698022,17.1090465682627
"Solyc01g068060",15.8433233278328,16.8673492071128,19.7663436481006
"Solyc01g068600",2.12970827041445,2.8938267766621,1.68113329940246
"Solyc01g073640",0.576029284259356,0.857246098914606,1.04581395334728
"Solyc01g073680",87.7231589386442,29.5049956460644,68.7031478871636
"Solyc01g080020",6.52884203070035,5.31671283763372,9.9253175461145
"Solyc01g088530",4.51238349429708,7.02056576406443,5.25477834944311
"Solyc01g088590",3.19900546877275,0.634767486873625,3.01154337917993
"Solyc01g090180",0.154606770991975,0.207077052206051,0.140348696501839
"Solyc01g094010",13.9706263352893,20.8297506330164,12.5445970177634
"Solyc01g094700",71.4225349703395,130.132166177553,83.7613839456377
"Solyc01g096230",8.6530243686584,17.5188011025118,10.8654235479758
"Solyc01g096450",2.96511869693062,5.08509545032399,2.05079686468543
"Solyc01g101240",6.94547123130171,18.0145933118444,14.4113124101855
"Solyc01g103140",12.1917524406812,10.3639308092052,7.7322815770613
"Solyc01g103590",0.80518271093174,0.503274222028191,1.12075553293497
"Solyc01g103850",21.7939042291246,26.7355904645005,17.6793520537472
"Solyc01g104910",1.03091969523894,1.90242470282725,1.83010020061346
"Solyc01g104950",1.26768349429432,0.141492380661625,0.383591923474767
"Solyc01g105030",0.21494112064738,0.57577521832902,0.390237839053893
"Solyc01g105050",0.31816370052877,0.142047252742651,0.722055385364268
"Solyc01g107210",9.1410382030413,9.67118921727701,8.22830617597524
"Solyc01g108780",0.599917822651959,0.994830935581451,0.726123303028292
"Solyc01g109030",6.08488077261272,9.74248226569421,8.57129539350515
"Solyc01g109830",97.0524590809874,75.718969122942,65.4733611848713
"Solyc01g109880",35.8187214224124,27.4546287361409,55.0556820309117
"Solyc01g111350",0.371280860701793,0.47886777238158,0.174761879711894
"Solyc01g111620",4.49204004305873,6.58954797892601,4.36904699279735
"Solyc02g032120",62.5224653263345,87.5261892880047,45.4266150702392
