"gene","A9","A21","A33"
"Solyc01g006400",0.912174817225268,0.380871240585986,0.391653456531168
"Solyc01g007070",2.74759091278991,2.65675342465459,1.22938397013711
"Solyc01g007350",227.326995521354,94.9185541717504,158.470829193953
"Solyc01g007570",0,0,0
"Solyc01g066940",4.0207495806498,3.82257034487593,5.86961786344084
"Solyc01g067040",4.17866789732343,3.27144204432424,2.91551384012542
"Solyc01g067290",1.41372509652584,0.826405322390862,0.323733454119224
"Solyc01g067720",15.5424195548113,12.7238949551013,23.980223607481
"Solyc01g067930",17.508137501522,11.5476092394379,22.5041202432988
"Solyc01g068060",32.9553679725759,35.396427926709,40.7271968835612
"Solyc01g068600",5.27135062078503,6.05277736747394,3.3596142969601
"Solyc01g073640",5.06689271259718,7.79696613281596,1.83331398228674
"Solyc01g073680",123.125390064524,79.2837232507926,120.770984061067
"Solyc01g080020",21.9289478614509,7.0223823033259,17.7337851572992
"Solyc01g088530",7.72352285479187,11.5283637223046,9.97467980504906
"Solyc01g088590",2.0024167431181,0.616068501810156,0.181002571009636
"Solyc01g090180",0.962667252661513,0.459375942754993,0.295237859700381
"Solyc01g094010",28.2641497101303,23.6029356674223,124.259196933549
"Solyc01g094700",98.313158094325,128.632794724558,221.974723100443
"Solyc01g096230",19.9214676502509,18.6640503042768,43.0857399211506
"Solyc01g096450",2.17698043593194,1.74803967167128,0.754960723666986
"Solyc01g101240",32.7394582198438,33.9734370265315,15.7894124357234
"Solyc01g103140",9.94093475174697,11.0686857533134,12.9458867238956
"Solyc01g103590",23.2770238010208,4.42594392483272,8.97947253741281
"Solyc01g104910",7.55005619117581,11.1548764752064,4.29165565528323
"Solyc01g104950",2.0578956687821,1.95392857049982,0.859375023016266
"Solyc01g105030",0.0637305846709712,0.319322301671154,0.0820905268435207
"Solyc01g107210",11.2057791600547,17.8596377852467,13.8766053577444
"Solyc01g108780",0.228699190665346,0.318305010636319,0.163658008747394
"Solyc01g109030",0.933197846967793,0.467579084589903,1.28217584784166
"Solyc01g109880",185.245067978332,88.1197368031692,267.2124539303
"Solyc01g111350",0.587123797956686,0.490297616383537,0.582955374887329
"Solyc01g111620",10.8930491681084,13.1880979221683,10.6408320931636
"Solyc02g063150",0.527440824875532,0.440457327943157,0.528414118266529
"Solyc02g065780",0,0.217453732352235,0
"Solyc02g069490",1.12692014873834,0.551663391767438,0.984398726256379
"Solyc02g069800",57.3579687773788,102.075111827557,245.143785908302
"Solyc02g070940",1.04452671292185,1.42734667927444,1.63083770120211
"Solyc02g070990",0.0949569739019859,0,0
"Solyc02g080330",186.026836350518,127.036066110168,587.165109717979
"Solyc02g082900",8.94641724309846,7.34853322620003,6.59100426557442
"Solyc02g084440",1.79254261701426,1.63300738360001,4.59457834507488
"Solyc02g084990",1.09692624744911,0.769461354026929,0.584013651597245
"Solyc02g087970",0.832699617294338,0,0.47670640496677
