"gene","A5","A17","A29"
"Solyc01g073640",0.576029284259356,0.857246098914606,1.04581395334728
"Solyc01g105050",0.31816370052877,0.142047252742651,0.722055385364268
"Solyc02g080530",9.41749610905813,22.9737825192646,19.1840307624491
"Solyc02g080570",9.04097477065998,11.8099603630436,7.61087360953742
"Solyc02g091890",4.52004836168408,12.3359559934781,3.57375705238828
"Solyc03g121270",11.5065977276885,10.3185594779266,15.2422752479156
"Solyc04g054980",101.653302318942,140.271662083367,112.688777142517
"Solyc04g082510",17.5710737595889,27.6901891831233,15.3493283853771
"Solyc06g053230",6.63413549722024,4.80182567036859,4.13654667495055
"Solyc06g063370",1.59637417203128,2.5269044718091,1.36132656726173
"Solyc07g006560",0.601612505766795,0,1.09226174819934
"Solyc07g043390",1.86155561617913,0.712379536517382,1.28752768820001
"Solyc07g065110",6.22010034533745,4.82960659325012,2.61865419758775
"Solyc09g065910",3.19956172081045,2.49983158171749,5.08286312119805
"Solyc10g077120",2.567733375677,5.93425065447222,2.1938193410642
"Solyc11g067260",9.90561986239281,12.8415121045333,7.41571404307189
"Solyc12g096670",0.395076316830507,0.176385632101309,0.268981327904393
